High,Low,Actual,Instrument,Volume,UsdVolume,OpenInterest,Change,BestBid,BestBidSize,BestAsk,BestAskSize,Timestamp,TradeTimestamp
1917.05,1873.7,1900.98,ETH_USDT,4350.4019,8267123.38,0,0.0104,1900.77,0.0077,1900.98,0.2777,2023-05-30 16:29:38.1224989,1685464177995
1917.05,1873.7,1900.99,ETH_USDT,4350.5598,8267423.68,0,0.0104,1901.1,0.0578,1901.26,0.1965,2023-05-30 16:29:39.1545351,1685464179027
1917.05,1873.7,1901.21,ETH_USDT,4350.7176,8267723.81,0,0.0105,1901,0.2078,1901.23,3,2023-05-30 16:29:56.8346116,1685464196707
1917.05,1873.7,1900.52,ETH_USDT,4351.8826,8269938.93,0,0.0102,1900.78,2.1043,1901.3,0.1162,2023-05-30 16:29:58.8634356,1685464198734
1917.05,1873.7,1900.6,ETH_USDT,4339.7184,8247057.23,0,0.0096,1900.23,0.4163,1900.63,0.2802,2023-05-30 16:30:01.011738,1685464200879
1917.05,1873.7,1900.38,ETH_USDT,4339.7185,8247057.42,0,0.0094,1900.23,0.1579,1900.38,0.5484,2023-05-30 16:30:06.4125173,1685464206283
1917.05,1873.7,1900.37,ETH_USDT,4339.9285,8247456.69,0,0.0094,1900.23,0.1579,1900.61,0.05,2023-05-30 16:30:08.8130865,1685464208687
1917.05,1873.7,1900.65,ETH_USDT,4339.9286,8247456.88,0,0.0096,1900.24,0.0078,1900.65,0.2776,2023-05-30 16:30:32.0982728,1685464231971
1917.05,1873.7,1901.18,ETH_USDT,4339.9786,8247551.98,0,0.0099,1901.11,0.0078,1901.37,0.3483,2023-05-30 16:30:51.8778162,1685464251752
1917.05,1873.7,1900.9,ETH_USDT,4338.5128,8244792.23,0,0.0098,1900.9,0.0078,1901.37,0.1578,2023-05-30 16:31:01.6107306,1685464261485
1917.05,1873.7,1901.37,ETH_USDT,4338.6707,8245092.6,0,0.01,1901.23,0.2577,1901.66,0.2776,2023-05-30 16:31:05.6481158,1685464265512
1917.05,1873.7,1901.7,ETH_USDT,4338.7207,8245187.73,0,0.0102,1901.56,0.0077,1901.7,0.0825,2023-05-30 16:31:06.0476668,1685464265918
1917.05,1873.7,1901.35,ETH_USDT,4339.2784,8246248.64,0,0.01,1901.29,0.0078,1901.74,0.0001,2023-05-30 16:31:09.6104,1685464269484
1917.05,1873.7,1901.93,ETH_USDT,4339.6884,8247028.73,0,0.0103,1901.65,0.05,1901.93,0.0797,2023-05-30 16:31:47.2947614,1685464307169
1917.05,1873.7,1901.5,ETH_USDT,4336.2527,8240558.52,0,0.0099,1901.38,0.0078,1901.77,0.0824,2023-05-30 16:32:09.5117957,1685464329386
1917.05,1873.7,1901.94,ETH_USDT,4337.3127,8242575.37,0,0.0101,1901.38,0.0078,1901.93,4.6934,2023-05-30 16:32:09.9230521,1685464329798
1917.05,1873.7,1902.08,ETH_USDT,4338.3127,8244478.18,0,0.0102,1901.73,0.25,1902.08,0.5343,2023-05-30 16:32:17.0270379,1685464336901
1917.05,1873.7,1902.12,ETH_USDT,4338.4627,8244763.61,0,0.0102,1902.12,2.1106,1902.13,0.1578,2023-05-30 16:32:17.5143762,1685464337388
1917.05,1873.7,1902.07,ETH_USDT,4338.4705,8244778.45,0,0.0102,1901.6,4.5,1902.13,0.1578,2023-05-30 16:32:17.9180353,1685464337792
1917.05,1873.7,1902.47,ETH_USDT,4338.9631,8245715.87,0,0.0104,1902.2,0.05,1902.3,4.5,2023-05-30 16:32:31.6215671,1685464351480
1917.05,1873.7,1902.19,ETH_USDT,4339.8366,8247378.13,0,0.0103,1902.19,0.05,1902.43,16.1621,2023-05-30 16:32:32.0003488,1685464351872
1917.05,1873.7,1902.51,ETH_USDT,4339.4895,8246725.31,0,0.0102,1902.44,0.0078,1902.51,0.3698,2023-05-30 16:33:07.737328,1685464387598
1917.05,1873.7,1902.24,ETH_USDT,4339.5496,8246839.7,0,0.01,1902.24,0.0077,1902.5,0.0001,2023-05-30 16:33:11.9993793,1685464391873
1917.05,1873.7,1902,ETH_USDT,4339.5576,8246854.92,0,0.0099,1902.01,0.0077,1902.19,0.0001,2023-05-30 16:33:23.2396592,1685464403115
1917.05,1873.7,1901.75,ETH_USDT,4339.5648,8246868.62,0,0.0098,1901.87,0.0001,1902.14,0.0078,2023-05-30 16:33:27.2459726,1685464407120
1917.05,1873.7,1901.94,ETH_USDT,4339.5726,8246883.46,0,0.0099,1901.75,0.1506,1901.94,0.0078,2023-05-30 16:33:29.6838562,1685464409558
1917.05,1873.7,1901.75,ETH_USDT,4339.5939,8246923.98,0,0.0098,1901.75,0.1506,1901.94,0.0078,2023-05-30 16:33:30.9977239,1685464410872
1917.05,1873.7,1901.95,ETH_USDT,4339.6539,8247038.15,0,0.0099,1901.76,0.0001,1902.1,0.263,2023-05-30 16:33:39.5338765,1685464419409
1917.05,1873.7,1902.07,ETH_USDT,4340.0178,8247730.6,0,0.01,1901.99,0.0078,1902.07,4.1361,2023-05-30 16:33:45.1301633,1685464424997
1917.05,1873.7,1902.78,ETH_USDT,4323.6313,8216852.02,0,0.0096,1902.41,0.2854,1902.77,4.5,2023-05-30 16:34:00.7871266,1685464440661
1917.05,1873.7,1902.09,ETH_USDT,4323.9913,8217537.08,0,0.0092,1902.21,2.1528,1902.77,0.0556,2023-05-30 16:34:09.4139811,1685464449280
1917.05,1873.7,1902.51,ETH_USDT,4324.0045,8217562.2,0,0.0094,1902.13,0.2776,1902.5,4.5,2023-05-30 16:34:28.6518665,1685464468523
1917.05,1873.7,1902.33,ETH_USDT,4324.0046,8217562.39,0,0.0093,1902.33,0.0077,1902.5,0.0001,2023-05-30 16:34:38.8129899,1685464478688
1917.05,1873.7,1902.51,ETH_USDT,4324.0546,8217657.56,0,0.0094,1902.47,0.0077,1902.5,3,2023-05-30 16:34:49.8177438,1685464489691
1917.05,1873.7,1902.08,ETH_USDT,4324.0628,8217673.16,0,0.0092,1901.79,0.2776,1902.16,0.263,2023-05-30 16:34:57.361178,1685464497235
1917.05,1873.7,1901.79,ETH_USDT,4317.5568,8205408.4,0,0.0096,1901.76,0.1189,1902.17,0.2628,2023-05-30 16:35:04.8315007,1685464504706
1917.05,1873.7,1902.23,ETH_USDT,4317.5569,8205408.59,0,0.0099,1902.14,0.0078,1902.23,0.0708,2023-05-30 16:35:09.2928579,1685464509161
1917.05,1873.7,1902.33,ETH_USDT,4317.6276,8205543.14,0,0.0099,1902.5,2.1602,1902.51,3.363,2023-05-30 16:35:11.2753073,1685464511149
1917.05,1873.7,1902.51,ETH_USDT,4317.6776,8205638.3,0,0.01,1902.34,0.0078,1902.51,0.1024,2023-05-30 16:35:23.4296211,1685464523301
1917.05,1873.7,1902.42,ETH_USDT,4317.7356,8205748.69,0,0.01,1902.44,0.0078,1902.51,0.0024,2023-05-30 16:35:28.1259356,1685464528000
1917.05,1873.7,1902.62,ETH_USDT,4317.7856,8205843.86,0,0.0101,1902.52,0.0078,1902.89,0.148,2023-05-30 16:35:30.8283287,1685464530704
1917.05,1873.7,1902.89,ETH_USDT,4317.7864,8205845.39,0,0.0102,1902.51,0.0578,1902.89,0.1472,2023-05-30 16:35:32.4240099,1685464532299
1917.05,1873.7,1902.42,ETH_USDT,4317.79,8205852.24,0,0.01,1902.42,0.0078,1902.89,0.1472,2023-05-30 16:35:46.1596233,1685464546032
1917.05,1873.7,1902.89,ETH_USDT,4317.84,8205947.42,0,0.0102,1902.73,0.0042,1902.88,0.0036,2023-05-30 16:35:55.474084,1685464555346
1917.05,1873.7,1903.16,ETH_USDT,4317.5537,8205412.18,0,0.0109,1902.89,0.25,1903.27,0.1481,2023-05-30 16:36:24.7429261,1685464584602
1917.05,1873.7,1903.27,ETH_USDT,4317.6537,8205602.59,0,0.011,1902.9,0.2854,1903.27,0.1481,2023-05-30 16:36:25.9698229,1685464585845
1917.05,1873.7,1902.54,ETH_USDT,4320.6849,8211372.67,0,0.0106,1902.57,0.2884,1903.26,0.0585,2023-05-30 16:36:35.4619661,1685464595334
1917.05,1873.7,1903.26,ETH_USDT,4320.7449,8211486.92,0,0.011,1902.85,0.05,1903.25,0.0078,2023-05-30 16:36:35.8377677,1685464595713
1917.05,1873.7,1902.25,ETH_USDT,4321.0129,8211996.99,0,0.0105,1902.13,0.1577,1902.37,0.0078,2023-05-30 16:36:40.6747058,1685464600540
1917.05,1873.7,1901.94,ETH_USDT,4321.1729,8212301.47,0,0.0103,1901.69,0.5362,1902.31,0.1958,2023-05-30 16:36:41.1279304,1685464601003
1917.05,1873.7,1902.13,ETH_USDT,4321.2829,8212510.8,0,0.0104,1901.97,2.103,1902.13,0.0555,2023-05-30 16:36:41.9762661,1685464601852
1917.05,1873.7,1902.27,ETH_USDT,4322.3329,8214509.1,0,0.0105,1902.27,0.1056,1902.36,0.1464,2023-05-30 16:36:42.8131582,1685464602679
1917.05,1873.7,1902.35,ETH_USDT,4322.333,8214509.29,0,0.0105,1902.28,0.0078,1902.35,0.0001,2023-05-30 16:36:46.7596756,1685464606635
1917.05,1873.7,1902.62,ETH_USDT,4322.4235,8214681.56,0,0.0107,1902.32,0.0078,1902.73,0.0001,2023-05-30 16:36:56.6539869,1685464616529
1917.05,1873.7,1902.51,ETH_USDT,4322.4735,8214776.73,0,0.0106,1902.5,2.1602,1902.51,0.0716,2023-05-30 16:36:59.4067591,1685464619282
1917.05,1873.7,1902.84,ETH_USDT,4320.1,8210307.77,0,0.0101,1902.64,0.0578,1902.89,0.1577,2023-05-30 16:37:11.3579036,1685464631233
1917.05,1873.7,1902.89,ETH_USDT,4320.15,8210402.96,0,0.0101,1902.72,0.05,1902.89,0.1078,2023-05-30 16:37:17.4871266,1685464637362
1917.05,1873.7,1902.8,ETH_USDT,4320.2859,8210661.68,0,0.01,1902.8,0.0578,1902.89,0.0078,2023-05-30 16:37:24.4583594,1685464644335
1917.05,1873.7,1902.89,ETH_USDT,4320.3359,8210756.86,0,0.0101,1902.64,0.0078,1902.89,0.001,2023-05-30 16:37:33.8014224,1685464653677
1917.05,1873.7,1901.6,ETH_USDT,4324.158,8218031.26,0,0.0094,1901.52,0.05,1901.85,0.3,2023-05-30 16:37:47.3487314,1685464667211
1917.05,1873.7,1901.28,ETH_USDT,4324.3658,8218426.54,0,0.0092,1901.12,0.05,1901.65,0.25,2023-05-30 16:37:48.2596503,1685464668136
1917.05,1873.7,1901.33,ETH_USDT,4324.4158,8218521.65,0,0.0093,1901.18,0.25,1901.33,0.05,2023-05-30 16:37:50.3421247,1685464670218
1917.05,1873.7,1901.75,ETH_USDT,4324.4658,8218616.78,0,0.0095,1901.43,0.0874,1901.74,7.5,2023-05-30 16:37:50.7477162,1685464670624
1917.05,1873.7,1901.9,ETH_USDT,4324.9258,8219492,0,0.0096,1901.62,0.0078,1902.29,0.5424,2023-05-30 16:37:51.9884443,1685464671863
1917.05,1873.7,1900.98,ETH_USDT,4325.6118,8220796.76,0,0.0091,1901.2,0.24,1901.75,0.1995,2023-05-30 16:37:57.6021389,1685464677478
1917.05,1873.7,1901,ETH_USDT,4319.3012,8208905.46,0,0.0092,1901.04,0.0026,1901.42,0.0078,2023-05-30 16:38:08.8718089,1685464688745
1917.05,1873.7,1901.56,ETH_USDT,4319.3627,8209022.45,0,0.0095,1901.22,0.24,1901.72,0.1903,2023-05-30 16:38:30.6671351,1685464710541
1917.05,1873.7,1901.75,ETH_USDT,4319.4127,8209117.58,0,0.0096,1901.51,0.24,1901.75,0.1078,2023-05-30 16:38:32.2995987,1685464712176
1917.05,1873.7,1901.94,ETH_USDT,4319.6648,8209597.23,0,0.0097,1901.7,2.1033,1902.1,0.2574,2023-05-30 16:38:32.7803203,1685464712654
1917.05,1873.7,1902.26,ETH_USDT,4320.0748,8210377.49,0,0.0099,1902.06,0.0078,1902.42,0.1993,2023-05-30 16:38:40.9334222,1685464720801
1917.05,1873.7,1901.7,ETH_USDT,4321.2189,8212554.38,0,0.0096,1901.7,2.6736,1901.71,2.6377,2023-05-30 16:38:43.80593,1685464723682
1917.05,1873.7,1901.39,ETH_USDT,4321.226,8212567.89,0,0.0094,1901.37,0.1578,1901.67,0.0554,2023-05-30 16:38:44.2829916,1685464724159
1917.05,1873.7,1901.37,ETH_USDT,4321.235,8212585.01,0,0.0094,1901.37,0.1488,1901.68,0.0078,2023-05-30 16:38:54.3723948,1685464734241
1917.05,1873.7,1901.73,ETH_USDT,4319.7691,8209824.5,0,0.0091,1901.39,0.2,1901.92,0.1985,2023-05-30 16:39:02.5366107,1685464742413
1917.05,1873.7,1901.92,ETH_USDT,4319.8191,8209919.64,0,0.0092,1901.69,2.1033,1901.94,0.2586,2023-05-30 16:39:02.9193089,1685464742795
1917.05,1873.7,1902.03,ETH_USDT,4319.8691,8210014.78,0,0.0092,1901.72,0.0078,1902.12,0.2776,2023-05-30 16:39:04.6128482,1685464744486
1917.05,1873.7,1902.01,ETH_USDT,4319.9191,8210109.92,0,0.0092,1901.65,0.0078,1902.01,0.4766,2023-05-30 16:39:21.3118719,1685464761188
1917.05,1873.7,1901.73,ETH_USDT,4317.0456,8204702.92,0,0.0093,1901.73,0.0078,1902.06,0.2629,2023-05-30 16:40:30.7924118,1685464830669
1917.05,1873.7,1902.06,ETH_USDT,4317.7056,8205958.83,0,0.0095,1901.61,0.0076,1902.13,0.2077,2023-05-30 16:40:33.867873,1685464833744
1917.05,1873.7,1901.44,ETH_USDT,4316.7552,8204168.31,0,0.0088,1901.37,0.1488,1901.38,2.1038,2023-05-30 16:41:04.0866847,1685464863963
1917.05,1873.7,1902.06,ETH_USDT,4317.7942,8206145.04,0,0.0091,1901.44,2.1036,1902.06,0.2,2023-05-30 16:41:04.5723199,1685464864449
1917.05,1873.7,1901.57,ETH_USDT,4317.8939,8206334.72,0,0.0089,1901.61,0.2776,1902.11,0.0078,2023-05-30 16:41:05.0097755,1685464864882
1917.05,1873.7,1901.24,ETH_USDT,4318.3039,8207114.63,0,0.0087,1901.02,3,1901.35,2.1037,2023-05-30 16:41:15.4317237,1685464875309
1917.05,1873.7,1901.19,ETH_USDT,4318.3539,8207209.74,0,0.0087,1901.04,0.2945,1901.75,0.1578,2023-05-30 16:41:23.8927271,1685464883770
1917.05,1873.7,1901.09,ETH_USDT,4318.3575,8207216.58,0,0.0086,1901.09,0.0824,1901.52,0.0078,2023-05-30 16:41:37.5252808,1685464897403
1917.05,1873.7,1901.74,ETH_USDT,4318.3576,8207216.77,0,0.009,1901.36,0.2776,1901.74,0.0078,2023-05-30 16:41:41.4745086,1685464901348
1917.05,1873.7,1901.58,ETH_USDT,4318.3676,8207235.8,0,0.0089,1901.29,0.0001,1901.75,0.1578,2023-05-30 16:41:58.7349271,1685464918612
1917.05,1873.7,1902.16,ETH_USDT,4320.8397,8211952.82,0,0.0092,1901.36,2.1037,1902.09,0.1425,2023-05-30 16:42:00.7203091,1685464920598
1917.05,1873.7,1902.2,ETH_USDT,4320.8897,8212047.97,0,0.0092,1901.89,0.2478,1902.2,7.45,2023-05-30 16:42:01.1851715,1685464921062
1917.05,1873.7,1901.25,ETH_USDT,4321.8364,8213848.97,0,0.0087,1901.26,0.0699,1902.05,0.3025,2023-05-30 16:42:03.6800691,1685464923558
1917.05,1873.7,1902.12,ETH_USDT,4322.1173,8214383.53,0,0.0092,1901.52,0.0828,1902.04,0.05,2023-05-30 16:42:09.1580792,1685464929035
1917.05,1873.7,1902.13,ETH_USDT,4322.3485,8214823.51,0,0.0092,1901.84,0.0824,1902.39,4.5,2023-05-30 16:42:10.4166511,1685464930294
1917.05,1873.7,1901.89,ETH_USDT,4323.1646,8216376.5,0,0.0091,1901.89,0.1972,1902.3,0.05,2023-05-30 16:42:13.3151634,1685464933188
1917.05,1873.7,1902.49,ETH_USDT,4323.243,8216525.72,0,0.0094,1902.13,0.0695,1902.49,4.4294,2023-05-30 16:42:16.107156,1685464935984
1917.05,1873.7,1902.14,ETH_USDT,4323.2431,8216525.91,0,0.0092,1902.14,0.2854,1902.51,0.1577,2023-05-30 16:42:23.2611752,1685464943118
1917.05,1873.7,1902.36,ETH_USDT,4324.243,8218428.99,0,0.0093,1902.03,0.0077,1902.36,0.0501,2023-05-30 16:42:27.2438585,1685464947121
1917.05,1873.7,1902.37,ETH_USDT,4324.303,8218543.19,0,0.0093,1902.07,0.0077,1902.51,0.1577,2023-05-30 16:42:31.2196983,1685464951097
1917.05,1873.7,1902.51,ETH_USDT,4324.3345,8218603.15,0,0.0094,1902.22,0.0077,1902.51,0.1263,2023-05-30 16:42:53.6187724,1685464973496
1917.05,1873.7,1902.84,ETH_USDT,4325.0435,8219952.78,0,0.0096,1902.65,0.0077,1902.89,0.1577,2023-05-30 16:42:54.1274823,1685464973996
1917.05,1873.7,1903.06,ETH_USDT,4325.2434,8220333.35,0,0.0097,1902.7,0.0077,1903.24,0.05,2023-05-30 16:42:54.6221631,1685464974500
1917.05,1873.7,1903.27,ETH_USDT,4325.307,8220464.17,0,0.0097,1902.8,2.1021,1903.27,0.0571,2023-05-30 16:43:06.1232034,1685464985997
1917.05,1873.7,1903.17,ETH_USDT,4325.3642,8220573.08,0,0.0097,1903.17,0.0077,1903.65,0.1577,2023-05-30 16:43:17.5106914,1685464997388
1917.05,1873.7,1903.65,ETH_USDT,4325.3742,8220592.13,0,0.0099,1903.24,0.0077,1903.65,0.1478,2023-05-30 16:43:39.2040861,1685465019082
1917.05,1873.7,1903.52,ETH_USDT,4327.0091,8223705.64,0,0.0098,1903.2,0.4786,1903.54,0.05,2023-05-30 16:44:31.2641212,1685465071142
1917.05,1873.7,1903.76,ETH_USDT,4327.6076,8224845.45,0,0.0099,1903.26,0.0978,1903.82,0.25,2023-05-30 16:44:31.6582666,1685465071536
1917.05,1873.7,1903.44,ETH_USDT,4327.6077,8224845.64,0,0.0097,1903.42,0.0078,1903.82,0.05,2023-05-30 16:44:46.6501923,1685465086528
1917.05,1873.7,1903.84,ETH_USDT,4328.2677,8226102.69,0,0.0099,1903.6,0.2026,1904.02,0.0009,2023-05-30 16:44:49.4333014,1685465089310
1917.05,1873.7,1903.88,ETH_USDT,4326.9497,8223634.97,0,0.0093,1903.52,0.0078,1904.02,0.0009,2023-05-30 16:45:05.4083614,1685465105285
1917.05,1873.7,1903.78,ETH_USDT,4326.9498,8223635.16,0,0.0092,1903.79,0.0077,1904.02,0.0009,2023-05-30 16:45:08.5634455,1685465108438
1917.05,1873.7,1903.44,ETH_USDT,4327.9498,8225539.41,0,0.0091,1903.5,0.2776,1904.01,0.0001,2023-05-30 16:45:11.717629,1685465111593
1917.05,1873.7,1903.6,ETH_USDT,4327.9499,8225539.6,0,0.0091,1903.45,0.0003,1903.61,0.0078,2023-05-30 16:45:33.6827335,1685465133559
1917.05,1873.7,1903.45,ETH_USDT,4327.9502,8225540.17,0,0.0091,1903.45,0.0003,1903.61,0.0078,2023-05-30 16:45:34.4738173,1685465134344
1917.05,1873.7,1903.27,ETH_USDT,4327.956,8225551.21,0,0.009,1903.3,0.0004,1903.55,0.2854,2023-05-30 16:45:36.8395795,1685465136718
1917.05,1873.7,1903.48,ETH_USDT,4325.6963,8221290.13,0,0.0095,1903.48,0.0001,1903.63,0.0078,2023-05-30 16:46:14.605144,1685465174484
1917.05,1873.7,1903.33,ETH_USDT,4325.6964,8221290.32,0,0.0094,1903.33,0.0001,1903.63,0.0078,2023-05-30 16:46:36.1954096,1685465196074
1917.05,1873.7,1903.03,ETH_USDT,4325.7075,8221311.46,0,0.0092,1902.99,0.2626,1903.63,0.0078,2023-05-30 16:46:38.5565841,1685465198436
1917.05,1873.7,1902.99,ETH_USDT,4325.7238,8221342.49,0,0.0092,1902.92,0.2626,1903.63,0.0078,2023-05-30 16:46:46.3461484,1685465206223
1917.05,1873.7,1903.33,ETH_USDT,4325.7398,8221372.95,0,0.0094,1903.33,0.0001,1903.61,0.0078,2023-05-30 16:46:57.7493446,1685465217628
1917.05,1873.7,1903.63,ETH_USDT,4324.4164,8218877.62,0,0.0098,1902.95,0.198,1903.63,0.0078,2023-05-30 16:47:03.1842758,1685465223059
1917.05,1873.7,1902.89,ETH_USDT,4324.4282,8218900.09,0,0.0094,1902.9,0.0052,1903.36,0.2802,2023-05-30 16:47:07.568422,1685465227447
1917.05,1873.7,1903.36,ETH_USDT,4324.3473,8218752.07,0,0.0101,1903.26,0.1925,1903.63,4.5,2023-05-30 16:48:14.7657709,1685465294640
1917.05,1873.7,1903.31,ETH_USDT,4324.3474,8218752.26,0,0.01,1903.31,0.0078,1903.64,0.5379,2023-05-30 16:48:19.1426533,1685465299018
1917.05,1873.7,1903.56,ETH_USDT,4324.4574,8218961.74,0,0.0102,1903.6,0.0077,1903.65,0.1576,2023-05-30 16:48:27.247036,1685465307118
1917.05,1873.7,1904.06,ETH_USDT,4324.665,8219357.12,0,0.0104,1903.75,0.0077,1904.21,4.5,2023-05-30 16:48:27.6610653,1685465307539
1917.05,1873.7,1904.21,ETH_USDT,4324.765,8219547.61,0,0.0105,1903.83,0.0077,1904.21,4.5,2023-05-30 16:48:28.0618821,1685465307941
1917.05,1873.7,1903.66,ETH_USDT,4324.7651,8219547.8,0,0.0102,1903.66,0.0078,1904.26,0.25,2023-05-30 16:48:38.5990608,1685465318478
1917.05,1873.7,1904.01,ETH_USDT,4324.8341,8219679.23,0,0.0104,1904.01,0.1987,1904.25,0.2777,2023-05-30 16:48:58.2447959,1685465338124
1917.05,1873.7,1904.36,ETH_USDT,4324.6794,8219388.32,0,0.0106,1904.23,0.0719,1904.37,0.0001,2023-05-30 16:49:16.4123993,1685465356280
1917.05,1873.7,1904.24,ETH_USDT,4324.6795,8219388.51,0,0.0106,1904.24,0.0077,1904.37,0.0001,2023-05-30 16:49:28.6926651,1685465368572
1917.05,1873.7,1904.62,ETH_USDT,4324.7718,8219564.37,0,0.0108,1904.35,2.1004,1904.8,0.0264,2023-05-30 16:49:55.7245138,1685465395604
1917.05,1873.7,1904.58,ETH_USDT,4324.7205,8219467.68,0,0.0105,1904.58,0.0078,1904.8,0.0264,2023-05-30 16:50:04.0077371,1685465403887
1917.05,1873.7,1905.07,ETH_USDT,4327.8227,8225379.78,0,0.0108,1905.05,2.0996,1905.07,3,2023-05-30 16:50:16.601907,1685465416476
1917.05,1873.7,1905.18,ETH_USDT,4327.8727,8225475.08,0,0.0109,1905.17,2.0995,1905.18,0.0248,2023-05-30 16:50:17.3919937,1685465417271
1917.05,1873.7,1905.74,ETH_USDT,4328.7369,8227122.57,0,0.0112,1905.75,0.0001,1905.78,0.1299,2023-05-30 16:50:20.5285854,1685465420404
1917.05,1873.7,1905.39,ETH_USDT,4328.7869,8227217.88,0,0.011,1905.11,4.5,1905.56,0.1575,2023-05-30 16:50:20.9375888,1685465420816
1917.05,1873.7,1905.56,ETH_USDT,4329.1469,8227904.15,0,0.0111,1905.21,0.0078,1905.56,0.0751,2023-05-30 16:50:21.7422347,1685465421617
1917.05,1873.7,1905.94,ETH_USDT,4329.3221,8228238.17,0,0.0113,1905.61,0.0078,1905.94,0.1575,2023-05-30 16:50:42.7272294,1685465442607
1917.05,1873.7,1905.66,ETH_USDT,4329.3222,8228238.36,0,0.0111,1905.66,0.0078,1905.94,0.0574,2023-05-30 16:50:58.059059,1685465457931
1917.05,1873.7,1905.67,ETH_USDT,4329.3444,8228281.27,0,0.0112,1905.22,0.0077,1905.92,0.0524,2023-05-30 16:51:05.0289506,1685465464901
1917.05,1873.7,1905.18,ETH_USDT,4329.5019,8228581.45,0,0.011,1905.14,0.0078,1905.4,2.0993,2023-05-30 16:51:11.7630163,1685465471643
1917.05,1873.7,1904.87,ETH_USDT,4329.5519,8228676.74,0,0.0108,1904.8,0.0002,1905.11,0.2625,2023-05-30 16:51:15.4519031,1685465475326
1917.05,1873.7,1904.8,ETH_USDT,4329.6019,8228772.02,0,0.0108,1904.8,0.1077,1904.94,0.0078,2023-05-30 16:51:18.6365901,1685465478517
1917.05,1873.7,1905.05,ETH_USDT,4329.652,8228867.48,0,0.0109,1904.8,0.1077,1905.05,0.0078,2023-05-30 16:51:24.3978286,1685465484278
1917.05,1873.7,1904.8,ETH_USDT,4329.702,8228962.76,0,0.0108,1904.81,0.0001,1905.05,0.0077,2023-05-30 16:51:26.6865523,1685465486562
1917.05,1873.7,1904.63,ETH_USDT,4329.752,8229058.03,0,0.0107,1904.6,0.1338,1904.83,0.25,2023-05-30 16:51:29.3976706,1685465489269
1917.05,1873.7,1904.71,ETH_USDT,4330.4251,8230340.61,0,0.0107,1904.6,0.1338,1904.7,0.04,2023-05-30 16:51:29.7753573,1685465489649
1917.05,1873.7,1905.09,ETH_USDT,4330.383,8230274.5,0,0.0107,1904.71,0.0078,1905.1,4.5,2023-05-30 16:52:10.9631532,1685465530844
1917.05,1873.7,1905.4,ETH_USDT,4330.9404,8231336.93,0,0.0109,1904.98,0.1983,1905.47,4.5,2023-05-30 16:52:23.0335631,1685465542913
1917.05,1873.7,1905.56,ETH_USDT,4330.9899,8231431.3,0,0.011,1905.55,0.2,1905.56,0.1575,2023-05-30 16:52:26.3323307,1685465546210
1917.05,1873.7,1905.55,ETH_USDT,4331.04,8231526.81,0,0.011,1905.55,0.0078,1905.56,0.058,2023-05-30 16:52:27.2008539,1685465547078
